,Temp,D.O. (mg/l),PH,CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATENAN N+ NITRITENANN (mg/l),TOTAL COLIFORM (MPN/100ml)Mean,wqi
420,28.0,6.6,7.8,228.0,3.5,0.57,79.0,83.34
421,23.0,7.0,7.7,409.0,2.4,0.93,112.0,87.66
422,22.0,6.8,7.6,263.0,2.9,0.81,123.0,88.02
423,23.0,6.9,7.5,338.0,2.3,3.93,108.0,87.66
424,26.0,7.0,7.2,79.0,0.8,0.62,637.0,82.7599999999999
425,26.0,6.6,7.0,67.0,1.1,0.53,670.0,82.94
426,26.0,6.6,7.3,59.0,0.7,0.57,541.0,82.94
427,26.0,6.2,7.3,66.0,0.8,0.55,609.0,82.94
428,26.0,7.1,7.0,67.0,1.0,0.34,538.0,82.94
429,29.0,6.7,7.3,89.0,1.1,0.35,2025.0,82.7599999999999
430,28.0,6.2,7.3,136.0,1.0,0.46,676.0,82.7599999999999
431,28.0,7.1,8.1,212.0,0.9,0.56,992.0,82.58
432,29.0,6.3,6.3,134.0,1.2,0.67,780.0,66.2599999999999
433,26.0,7.3,7.2,76.0,0.6,0.31,893.0,82.7599999999999
434,28.0,6.8,7.1,75.0,0.8,0.5,1169.0,82.94
435,29.0,7.4,7.2,61.0,0.7,0.11,255.0,88.56
436,28.0,1.7,6.6,769.0,3.4,1.11,1717.0,39.36
437,26.0,6.6,7.2,92.0,0.8,0.77,660.0,82.7599999999999
438,25.0,6.6,7.2,1348.0,0.8,1.01,810.0,82.0399999999999
439,29.0,6.0,6.7,95.0,1.2,0.29,680.0,76.16
440,29.0,6.6,6.8,78.0,1.0,0.2,626.0,79.46
441,28.0,0.6,6.7,268.0,4.1,1.28,1308.0,43.02
442,27.0,1.8,6.6,82.0,2.0,0.39,1410.0,44.76
443,25.0,7.1,7.2,61.0,1.0,0.34,608.0,82.94
444,27.0,6.6,8.0,310.0,1.1,0.54,783.0,82.0399999999999
445,27.0,7.0,7.1,97.0,0.8,0.35,77.0,88.38
446,29.0,7.3,7.0,51.0,0.7,0.18,258.0,88.56
447,29.0,7.0,7.4,55.0,0.9,0.32,1400.0,82.94
448,29.0,6.1,6.8,67.0,1.1,0.58,394.0,85.26
449,27.0,7.0,6.7,61.0,1.3,0.28,248.0,81.96
450,30.0,5.2,6.9,81.0,1.5,0.37,465.0,79.46
451,27.0,6.1,8.0,510.0,1.1,0.72,1572.0,82.0399999999999
452,25.0,7.9,7.2,50.0,1.1,0.3,845.0,82.94
453,25.0,7.5,6.9,34.0,0.9,0.14,256.0,85.26
454,26.0,7.0,7.4,72.0,1.0,0.38,897.0,82.94
455,29.0,7.3,7.3,99.0,0.9,0.23,1788.0,82.7599999999999
456,27.0,7.5,6.9,125.0,1.6,0.45,1400.0,79.46
457,27.0,6.8,6.9,116.0,1.7,0.4,1260.0,79.46
458,27.0,5.8,7.3,107.0,0.9,0.88,343.0,82.76
459,28.0,7.1,7.2,85.0,0.8,0.31,184.0,88.38
460,26.0,6.8,7.1,58.0,0.7,0.46,3460.0,82.94
461,27.0,6.7,7.1,58.0,1.2,0.39,1739.0,82.94
462,28.0,6.6,7.3,70.0,1.4,0.39,1875.0,82.94
463,29.0,7.0,7.3,60.0,0.8,0.18,1813.0,82.94
464,26.0,6.3,7.2,97.0,0.8,0.56,880.0,82.7599999999999
465,28.0,6.0,7.0,63.0,1.1,1.04,493.0,88.56
466,28.0,4.4,7.1,113.0,1.5,1.17,722.0,71.52
467,28.0,4.5,7.2,79.0,1.0,1.04,537.0,71.52
468,28.0,5.1,6.9,1789.0,2.1,0.68,1946.0,73.12
469,27.0,7.5,7.2,36.0,1.1,0.27,1134.0,82.94
470,28.0,6.8,7.0,59.0,1.3,0.32,2267.0,82.94
471,28.0,6.8,6.9,114.0,1.4,0.23,1785.0,79.46
472,28.0,5.9,6.8,1108.0,2.2,0.62,1520.0,73.12
473,28.0,4.9,6.7,88.0,2.2,0.28,2200.0,64.92
474,28.0,6.8,6.9,1686.0,1.4,0.25,1223.0,78.74
475,28.0,7.1,6.9,45.0,1.2,0.29,1636.0,79.64
476,26.0,6.9,6.6,56.0,1.1,0.3,542.0,73.04
477,28.0,6.5,6.3,49.0,1.0,0.22,323.0,72.06
478,29.0,4.9,6.6,169.0,2.1,0.76,1241.0,61.44
479,28.0,6.9,7.1,63.0,0.9,0.16,336.0,88.56
480,26.0,6.6,6.7,69.0,0.8,0.38,464.0,81.96
481,29.0,6.3,7.3,74.0,1.2,0.29,1813.0,82.94
482,27.0,6.0,7.6,429.0,1.1,1.1,362.0,87.66
483,27.0,6.0,7.8,308.0,1.1,1.47,343.0,87.66
484,20.0,5.8,7.4,505.0,0.6,0.73,1517.0,76.42
485,24.0,6.1,7.5,465.0,0.5,0.34,1458.0,82.0399999999999
486,28.0,6.4,7.1,183.0,2.3,0.62,398.0,88.2
487,27.0,7.1,7.4,135.0,1.9,0.72,995.0,82.7599999999999
488,32.0,6.7,7.2,103.0,1.0,0.1,70.0,88.38
489,30.0,6.8,7.1,106.0,1.0,0.1,137.0,88.38
495,26.0,7.0,8.0,199.0,1.8,1.11,3573.0,82.58
496,28.0,7.2,8.1,201.0,1.6,0.36,2324.0,82.58
497,31.0,6.8,7.8,505.0,2.1,0.02,1600.0,82.0399999999999
498,25.0,6.8,8.1,1516.0,1.0,0.28,1600.0,82.0399999999999
499,27.0,6.8,7.5,890.0,2.1,0.51,589.0,82.0399999999999
500,23.0,7.3,7.6,160.0,1.9,0.06,89.0,88.2
501,25.0,7.0,7.7,111.0,2.2,0.08,131.0,88.38
502,26.0,6.7,7.7,139.0,3.1,0.22,300.0,83.7
503,29.0,7.2,7.2,288.0,2.1,0.14,91.0,88.02
504,24.0,7.0,7.1,95.0,1.9,0.08,118.0,88.38
505,24.0,7.0,7.5,84.0,1.7,0.06,87.0,88.38
506,29.0,7.2,7.3,510.0,2.9,0.08,123.0,87.66
507,24.0,7.1,7.4,88.0,1.8,0.07,90.0,88.38
508,29.0,7.2,6.9,338.0,3.8,0.07,104.0,79.68
509,26.0,6.7,7.6,162.0,3.3,0.16,249.0,83.52
510,27.0,6.7,7.6,182.0,4.1,0.15,251.0,83.52
511,28.0,6.8,8.0,414.0,3.1,0.88,1600.0,77.36
513,33.0,4.8,7.5,280.0,2.4,0.72,4.0,88.02
514,20.0,7.7,7.4,344.0,1.2,0.37,19.0,93.28
515,20.0,7.3,7.0,310.0,1.4,0.38,22.0,93.28
516,20.0,7.1,7.7,303.0,1.5,0.34,23.0,93.28
517,24.0,6.0,8.3,468.0,1.4,0.43,16.0,93.28
518,19.0,5.9,7.3,234.0,1.5,0.36,12.0,88.02
519,23.0,6.4,8.0,527.0,1.2,0.35,21.0,93.28
520,24.0,5.9,7.9,796.0,1.5,0.48,14.0,87.66
521,23.0,7.3,7.4,388.0,2.1,0.58,46.0,93.28
522,28.0,8.5,7.5,166.0,2.7,0.1,31.0,93.82
523,29.0,8.9,7.0,125.0,1.9,0.1,45.0,94.0
524,30.0,8.0,7.8,144.0,2.1,0.1,51.0,88.38
525,30.0,7.5,7.7,87.0,1.2,0.1,54.0,88.38
526,28.0,8.5,7.6,84.0,2.0,0.1,16.0,94.0
527,29.0,8.4,7.5,103.0,1.9,0.1,75.0,88.38
528,30.0,8.7,7.2,117.0,3.2,0.1,52.0,83.7
529,29.0,6.5,7.7,287.0,8.2,0.1,114.0,78.66
530,28.0,8.6,7.5,130.0,4.6,0.1,39.0,89.32
531,28.0,8.9,7.5,109.0,1.2,0.1,33.0,94.0
532,30.0,9.8,8.4,246.0,1.2,0.1,10.0,93.64
533,28.0,7.6,7.5,147.0,1.3,0.1,30.0,94.0
534,29.0,8.7,7.6,202.0,1.2,0.1,60.0,88.2
535,28.0,8.4,7.4,177.0,2.4,0.1,48.0,93.82
536,29.0,8.7,7.6,203.0,2.5,0.1,59.0,88.2
537,32.0,8.2,7.4,120.0,1.9,0.1,46.0,94.0
538,32.0,8.0,7.2,110.0,1.4,0.1,80.0,88.38
539,30.0,8.4,7.6,213.0,1.5,0.1,20.0,93.82
540,29.0,9.4,7.8,174.0,1.0,0.1,16.0,93.82
541,31.0,8.1,8.0,244.0,2.4,0.1,73.0,88.02
542,29.0,8.1,8.0,162.0,1.8,0.1,26.0,93.82
543,30.0,8.7,7.6,163.0,2.6,0.1,24.0,93.82
544,29.0,8.7,7.6,143.0,1.9,0.1,58.0,88.38
545,30.0,9.2,7.6,208.0,1.9,0.1,30.0,93.82
546,29.0,8.3,7.7,158.0,2.0,0.1,48.0,93.82
547,29.0,5.9,7.1,338.0,6.6,0.1,522.0,67.06
548,29.0,8.2,7.1,109.0,3.3,0.1,12.0,89.32
549,28.0,11.1,7.6,131.0,3.6,0.1,32.0,89.32
550,29.0,7.4,7.1,116.0,2.7,0.1,55.0,88.38
551,28.0,8.2,7.6,112.0,2.1,0.1,31.0,94.0
552,29.0,8.5,7.5,169.0,3.6,0.1,41.0,89.14
553,28.0,11.4,7.2,128.0,1.0,0.1,20.0,94.0
554,29.0,8.9,7.6,221.0,1.7,0.1,30.0,93.82
555,30.0,9.3,7.6,193.0,2.3,0.1,41.0,93.82
556,28.0,9.1,7.3,217.0,3.9,0.1,67.0,83.52
557,28.0,7.9,7.3,131.0,0.8,0.1,38.0,94.0
558,29.0,8.7,7.4,176.0,2.2,0.1,36.0,93.82
559,30.0,8.1,7.3,199.0,2.2,0.1,56.0,88.2
560,30.0,8.2,7.4,170.0,2.2,0.1,39.0,93.82
561,25.0,7.7,7.2,95.0,1.8,2.67,50.0,94.0
562,25.0,7.6,7.2,92.0,2.5,2.41,45.0,94.0
563,25.0,9.9,7.2,65.0,1.5,2.31,55.0,88.56
564,24.0,7.6,7.4,93.0,2.1,2.89,408.0,88.38
565,16.0,7.6,7.0,42.0,1.3,3.01,27.0,94.18
566,17.0,7.7,7.1,45.0,1.4,2.89,22.0,94.18
567,23.0,8.3,7.0,59.0,1.7,2.86,33.0,94.18
568,25.0,7.7,6.3,250.0,2.1,3.88,326.0,71.52
569,25.0,8.8,7.3,37.0,1.5,1.62,35.0,94.18
570,25.0,7.3,7.3,72.0,2.0,1.65,36.0,94.18
571,20.0,7.5,7.0,38.0,1.7,2.2,40.0,94.18
572,22.0,7.8,7.1,44.0,1.6,2.62,33.0,94.18
573,20.0,7.0,7.0,100.0,2.4,3.03,2600.0,82.7599999999999
574,21.0,7.5,6.3,52.0,1.7,0.82,21.0,77.68
575,16.0,6.4,6.9,61.0,2.6,3.88,538.0,79.64
576,17.0,7.5,7.1,39.0,1.4,2.88,22.0,94.18
577,17.0,8.0,7.1,41.0,1.4,3.35,25.0,94.18
578,24.0,7.9,7.3,93.0,1.7,5.02,418.0,88.38
579,18.0,7.5,6.9,69.0,1.9,4.92,49.0,90.88
580,18.0,7.9,7.2,46.0,1.7,2.72,45.0,94.18
581,18.0,8.0,7.2,42.0,1.4,2.47,31.0,94.18
582,25.0,7.7,7.1,101.0,1.5,3.42,43.0,94.0
583,19.0,7.2,7.1,49.0,1.6,2.86,40.0,94.18
584,21.0,8.2,7.1,49.0,1.2,2.81,32.0,94.18
585,21.0,7.8,7.1,58.0,1.5,2.97,43.0,94.18
586,18.0,8.0,7.0,48.0,1.4,3.8,41.0,94.18
587,24.0,8.4,7.1,48.0,1.2,3.08,45.0,94.18
588,17.0,6.8,6.6,49.0,1.9,3.07,38.0,84.28
589,24.0,7.7,7.2,107.0,6.6,3.02,425.0,79.02
590,22.0,7.6,7.1,51.0,2.0,2.6,81.0,88.56
591,20.0,7.7,7.1,46.0,1.6,3.93,22.0,94.18
592,20.0,7.7,7.1,49.0,1.9,3.89,26.0,94.18
593,24.0,6.5,7.4,297.0,1.0,0.13,438.0,88.02
594,24.0,6.3,7.5,287.0,0.9,0.14,204.0,88.02
595,24.0,6.5,7.2,375.0,1.1,0.17,625.0,82.0399999999999
596,24.0,6.9,6.9,349.0,1.1,0.18,503.0,78.74
597,28.0,6.6,7.8,165.0,1.6,0.1,316.0,88.2
598,28.0,6.4,8.0,155.0,3.9,0.5,516.0,77.9
599,27.0,6.5,8.0,168.0,4.2,0.99,616.0,77.9
600,29.1,6.7,7.7,218.0,5.0,1.31,1600.0,77.9
601,27.7,6.7,8.5,235.0,1.0,3.1,1600.0,82.4
602,27.1,6.7,8.3,262.0,1.0,0.1,1600.0,82.4
603,27.1,6.8,7.8,227.0,1.0,0.1,1600.0,82.4
604,27.3,6.8,8.5,249.0,1.0,0.11,1600.0,82.4
605,27.6,7.1,7.3,212.0,1.4,0.84,6.0,93.82
606,28.0,6.7,8.0,304.0,1.5,0.18,3550.0,82.0399999999999
608,27.0,7.6,7.7,1291.0,10.0,0.34,77.0,78.3
609,27.0,4.3,8.4,605.0,6.5,1.68,15.0,72.68
610,26.7,3.7,8.2,600.0,4.3,1.66,20.0,71.74
611,27.0,4.6,7.2,729.0,4.0,0.33,2300.0,66.12
612,26.8,6.2,8.4,2670.0,1.3,0.24,1600.0,82.0399999999999
613,28.7,6.8,6.5,43.0,1.1,0.42,178.0,78.66
614,29.3,6.6,7.0,59.0,1.1,0.27,113.0,88.56
615,28.8,6.0,6.2,106.0,1.5,0.28,166.0,71.88
616,28.3,5.9,6.6,516.0,1.1,0.18,169.0,72.14
617,25.8,7.3,6.1,87.0,0.9,0.33,169.0,71.88
618,28.3,7.3,5.9,74.0,1.5,0.22,163.0,72.06
619,27.8,6.7,6.3,127.0,2.0,0.44,149.0,71.88
620,26.0,6.8,6.2,226.0,1.6,0.18,151.0,71.52
621,27.8,7.1,5.9,93.0,1.8,0.28,131.0,71.88
622,26.3,7.4,6.2,76.0,1.3,0.41,133.0,71.88
623,25.7,7.3,6.2,113.0,1.2,0.33,137.0,71.88
624,29.0,7.3,5.9,100.0,1.3,0.27,173.0,71.88
625,26.9,6.0,5.9,273.0,1.8,0.31,171.0,71.52
626,27.0,6.1,6.5,201.0,2.0,0.43,149.0,78.3
627,27.5,6.2,6.3,245.0,1.8,0.31,135.0,71.52
628,28.3,7.0,6.5,75.0,0.9,0.22,166.0,78.66
629,29.0,7.3,6.0,74.0,1.6,0.11,181.0,72.06
630,28.2,7.1,7.9,108.0,3.3,0.42,137.0,83.7
631,28.0,7.1,7.7,111.0,4.4,0.32,1600.0,78.08
632,27.4,7.0,8.0,129.0,3.5,0.49,105.0,83.7
633,27.3,7.0,8.0,130.0,3.3,0.46,93.0,83.7
634,28.5,5.7,7.4,2323.0,6.3,1.47,541.0,67.06
635,28.4,5.9,7.6,462.0,4.9,2.47,63.0,77.36
636,28.4,7.0,7.7,107.0,3.8,0.4,285.0,83.7
637,28.9,6.2,7.4,299.0,5.1,0.95,401.0,83.34
638,28.9,7.2,7.9,77.0,3.2,0.42,282.0,83.7
639,27.9,6.8,7.8,350.0,2.6,1.99,72.0,87.66
640,26.8,6.9,7.5,133.0,3.2,0.55,409.0,83.7
641,27.2,6.9,7.5,143.0,3.4,0.54,307.0,83.7
642,26.8,6.1,6.9,609.0,4.2,3.1,135.0,79.68
643,26.9,6.8,7.4,129.0,3.2,0.86,133.0,83.7
644,26.8,6.7,7.4,130.0,3.2,0.75,124.0,83.7
645,26.9,6.6,7.4,130.0,5.0,0.74,158.0,83.7
646,26.9,6.7,7.5,120.0,3.6,0.73,226.0,83.7
647,26.2,7.1,7.9,139.0,3.2,0.45,147.0,83.7
648,26.4,6.7,7.7,274.0,2.3,2.04,88.0,88.02
649,26.7,6.3,7.9,326.0,2.5,2.32,71.0,87.66
650,27.6,7.0,8.3,162.0,3.8,0.48,90.0,83.52
651,27.5,7.0,8.3,212.0,3.6,0.44,90.0,83.52
652,27.5,7.1,8.3,227.0,3.2,0.48,124.0,83.34
653,26.9,6.8,8.2,314.0,4.3,0.45,69.0,82.98
654,25.9,6.8,7.8,151.0,3.4,0.5,740.0,77.9
655,25.9,7.0,7.8,123.0,3.4,0.44,100.0,83.7
656,26.0,6.9,7.8,139.0,3.3,0.76,169.0,83.7
657,26.9,6.8,8.2,313.0,4.0,0.49,99.0,82.98
658,24.8,6.7,7.8,215.0,2.5,0.83,51.0,88.2
659,26.2,6.7,7.8,204.0,2.5,0.77,68.0,88.2
660,25.3,6.9,7.7,205.0,2.2,0.93,55.0,88.2
661,26.6,7.1,6.9,72.0,0.5,0.25,641.0,79.64
662,26.8,6.6,6.9,70.0,0.9,0.49,495.0,85.26
663,26.6,6.9,7.1,52.0,0.8,0.18,520.0,82.94
664,26.8,7.2,7.0,830.0,0.8,0.16,654.0,82.0399999999999
665,29.3,6.3,6.9,95.0,1.3,0.99,1325.0,79.46
666,25.4,7.2,7.4,164.0,0.9,0.46,2225.0,82.58
667,25.5,6.9,7.5,231.0,0.8,0.55,1725.0,82.4
668,26.6,6.5,6.9,101.0,1.3,0.47,1127.0,79.46
669,24.7,7.1,7.1,64.0,0.6,0.4,646.0,82.94
670,28.0,7.5,7.2,52.0,0.6,0.15,900.0,82.94
672,27.4,7.1,7.0,90.0,0.6,0.64,625.0,82.7599999999999
673,26.5,6.1,7.0,248.0,0.8,0.66,1150.0,82.4
674,28.4,6.0,7.0,94.0,1.1,0.13,370.0,88.38
675,28.8,6.5,7.5,76.0,0.8,0.08,585.0,82.7599999999999
676,26.7,1.5,6.6,192.0,3.6,0.92,2978.0,39.9
677,26.4,2.0,6.8,79.0,2.4,0.2,1275.0,51.36
678,26.5,7.2,7.1,52.0,0.6,0.15,687.0,82.94
679,28.0,7.2,7.3,54.0,0.9,0.25,610.0,82.94
680,27.9,6.4,6.5,58.0,1.3,0.34,960.0,73.04
681,28.1,6.3,6.8,77.0,1.2,0.16,208.0,85.08
682,28.6,5.4,6.6,80.0,1.6,0.27,775.0,67.24
683,25.3,5.8,7.8,666.0,1.0,0.24,1650.0,76.42
684,26.1,7.7,7.2,44.0,1.0,0.28,148.0,88.56
685,24.3,7.1,7.0,27.0,0.4,0.11,218.0,88.56
686,26.0,7.3,7.2,59.0,0.6,0.19,465.0,88.56
687,28.5,7.8,7.1,119.0,0.7,0.87,1725.0,82.7599999999999
688,26.6,7.3,7.1,54.0,1.3,0.41,913.0,82.94
689,26.8,7.0,6.6,104.0,1.5,0.49,1000.0,72.86
690,28.0,6.0,7.2,92.0,0.7,0.38,1390.0,82.7599999999999
691,26.2,6.8,6.6,48.0,0.5,0.44,2025.0,73.04
692,26.5,7.0,7.0,56.0,1.1,0.43,1725.0,82.94
693,29.3,6.7,6.9,2531.0,0.5,0.22,465.0,84.36
694,27.0,7.3,7.2,62.0,0.8,0.95,985.0,82.94
695,27.3,7.6,7.2,59.0,0.6,0.65,1163.0,82.94
696,27.9,6.4,6.8,83.0,0.5,0.42,575.0,79.46
697,27.8,7.0,6.6,50.0,0.6,0.75,578.0,73.04
698,27.8,6.7,6.8,76.0,1.2,1.21,625.0,79.46
699,28.3,6.7,6.6,64.0,0.9,1.35,838.0,73.04
700,27.5,5.6,6.9,943.0,1.5,0.4,1925.0,73.12
701,26.3,7.4,7.0,38.0,0.9,0.26,1196.0,82.94
702,27.0,6.7,6.9,43.0,1.0,0.3,2750.0,79.64
703,27.4,7.1,7.3,48.0,1.5,0.36,1775.0,82.94
704,27.0,6.2,6.8,309.0,1.6,0.39,2725.0,78.74
705,27.4,5.2,6.8,61.0,1.8,0.33,2650.0,74.02
706,27.3,6.8,6.9,995.0,1.1,0.24,1258.0,78.74
707,27.0,6.8,6.9,52.0,0.9,0.45,198.0,85.26
708,27.8,6.2,6.6,44.0,0.7,0.21,1630.0,73.04
709,28.4,4.5,6.5,77.0,1.1,0.34,2675.0,61.62
710,28.8,7.0,7.4,69.0,1.0,0.12,660.0,82.94
711,25.9,6.5,6.8,58.0,0.5,0.24,1026.0,79.64
712,28.0,4.6,6.9,98.0,0.6,0.11,348.0,73.84
713,28.8,7.1,7.0,51.0,1.0,0.78,1700.0,82.94
714,27.6,6.2,7.5,371.0,1.1,1.62,528.0,82.0399999999999
715,27.6,6.2,7.7,316.0,1.3,2.41,312.0,87.66
716,28.3,7.3,7.1,241.0,2.9,1.17,185.0,88.02
717,27.5,7.7,7.4,121.0,1.4,0.64,1255.0,82.7599999999999
718,30.5,6.5,7.3,64.0,1.0,2.6,420.0,88.56
719,29.5,6.9,7.4,57.0,1.0,1.28,409.0,88.56
721,25.0,7.0,7.6,111.0,1.6,0.67,2743.0,82.7599999999999
722,25.9,7.5,7.9,205.0,1.5,1.0,3542.0,82.58
726,25.0,7.4,8.0,207.0,1.5,0.53,2872.0,82.58
727,25.8,7.2,8.0,198.0,1.4,0.57,1850.0,82.58
728,26.8,6.5,8.1,729.0,1.0,0.65,1600.0,82.0399999999999
729,31.0,3.0,8.1,1086.0,1.0,0.1,1600.0,65.18
730,28.4,6.3,7.6,830.0,1.8,0.24,2020.0,82.0399999999999
731,24.0,7.4,7.6,104.0,1.2,0.09,1600.0,82.7599999999999
732,28.0,6.9,7.8,440.0,3.4,1.21,1600.0,77.36
734,28.0,4.8,7.9,650.0,3.2,0.68,62.0,71.74
735,32.0,5.0,7.3,390.0,2.8,0.14,20.0,82.04
736,21.4,8.3,7.6,334.0,1.0,0.49,16.0,93.28
737,22.3,8.2,7.7,316.0,1.2,0.48,20.0,93.28
738,22.8,8.3,7.6,304.0,1.2,0.51,20.0,93.28
739,21.8,5.5,7.6,743.0,7.6,1.02,166.0,72.68
740,26.9,5.1,7.8,657.0,1.7,0.26,23.0,87.66
741,27.3,5.3,7.8,623.0,1.7,0.1,1600.0,76.42
742,19.0,8.7,7.1,252.0,4.9,0.1,10.0,88.96
743,26.0,5.1,7.2,17.0,1.0,0.1,10.0,88.56
744,19.0,10.0,7.4,157.0,0.6,0.1,5.0,99.44
745,21.8,5.9,7.0,164.0,1.6,0.1,74.0,82.58
746,22.3,6.1,7.3,141.0,1.4,0.1,63.0,88.38
747,22.3,5.6,7.1,427.0,1.4,0.1,175.0,82.04
748,22.3,4.7,7.0,527.0,1.9,0.1,42.0,82.04
749,23.0,5.5,8.6,116.0,4.5,0.1,113.0,74.78
750,23.0,6.8,6.8,160.0,1.5,0.1,23.0,90.52
751,23.0,7.0,7.4,47.0,1.0,0.1,5.0,99.8
752,23.0,7.3,7.8,116.0,1.2,0.1,10.0,94.0
753,22.0,5.5,7.3,179.0,1.2,0.1,75.0,82.58
754,22.3,4.7,7.4,220.0,1.6,0.1,140.0,76.96
755,27.0,4.9,7.0,180.0,1.2,0.1,10.0,82.58
756,30.0,5.8,7.8,367.0,6.2,0.1,95.0,72.68
757,23.0,5.8,7.4,249.0,1.0,0.1,37.0,88.02
758,23.0,6.2,6.9,182.0,2.1,0.1,8.0,90.52
759,22.7,5.5,7.7,356.0,1.2,0.1,202.0,82.04
760,23.0,5.1,6.9,190.0,2.3,0.1,33.0,84.9
761,23.5,5.2,7.1,164.0,2.8,0.1,20.0,88.2
762,23.0,4.6,7.0,188.0,2.8,0.1,18.0,82.58
763,23.5,5.6,6.6,165.0,1.9,0.1,23.0,78.3
764,22.5,5.5,6.9,118.0,2.8,0.1,10.0,85.08
765,23.0,6.0,7.0,100.0,4.2,0.1,10.0,89.32
766,22.5,4.9,6.9,93.0,3.6,0.1,25.0,74.78
767,20.0,4.8,7.0,167.1,2.8,0.1,1600.0,71.34
768,22.7,5.4,7.2,211.0,1.1,0.1,78.0,82.58
769,26.0,6.0,7.5,231.0,1.1,0.1,10.0,93.64
770,19.0,5.6,7.1,319.0,4.4,0.1,15.0,82.98
771,22.5,5.7,6.9,261.0,2.3,0.1,53.0,79.1
772,18.9,9.9,7.1,163.0,1.0,0.1,35.0,93.82
773,21.0,6.1,7.6,163.0,4.5,0.1,25.0,89.14
774,22.5,5.1,6.9,170.0,2.5,0.1,10.0,84.9
775,23.0,3.8,7.0,192.0,3.0,0.1,23.0,76.96
776,24.4,7.8,7.2,139.0,1.9,0.56,359.0,88.38
777,20.8,7.3,7.0,162.0,2.2,0.69,2633.0,82.58
778,25.2,7.8,7.1,136.0,1.9,0.52,409.0,88.38
779,24.0,7.7,7.1,205.0,7.0,0.84,461.0,78.84
780,23.4,8.1,7.1,267.0,1.0,0.11,12.0,93.64
781,23.4,8.0,7.0,278.0,1.1,0.11,18.0,93.64
782,23.2,6.9,7.2,268.0,1.1,0.11,37.0,93.64
783,23.3,6.8,7.1,286.0,1.3,0.11,29.0,93.64
784,28.4,6.6,7.8,149.0,1.8,0.1,340.0,88.38
785,28.6,6.3,8.0,164.0,3.4,0.3,528.0,77.9
786,28.5,6.6,7.9,196.0,4.4,0.8,648.0,77.9
787,30.2,5.8,7.8,378.0,1.0,2.61,1600.0,76.42
788,29.7,6.6,7.7,489.0,1.0,2.66,350.0,87.66
789,30.1,6.6,7.4,492.0,1.0,3.6,1600.0,82.0399999999999
790,30.3,6.2,7.8,359.0,1.0,3.67,1600.0,82.0399999999999
792,29.3,8.1,7.6,938.0,8.6,0.4,108.0,78.3
793,29.3,6.6,6.5,58.0,1.8,0.87,53.0,78.66
794,28.8,6.6,6.6,145.0,1.5,0.65,98.0,78.48
795,29.0,6.3,6.6,55.0,1.8,0.36,140.0,78.66
796,28.8,6.4,6.4,188.0,2.0,0.44,153.0,71.7
797,27.3,6.9,6.2,61.0,1.7,1.07,117.0,72.06
798,28.3,7.2,6.1,62.0,2.6,0.92,123.0,72.06
799,29.0,6.9,6.6,154.0,1.9,0.83,173.0,78.3
800,27.6,7.0,6.3,742.0,1.6,0.42,139.0,71.16
801,28.8,7.6,6.2,62.0,1.1,0.38,160.0,72.06
802,28.3,7.1,6.2,69.0,1.4,0.56,141.0,72.06
803,27.8,6.8,6.0,93.0,1.9,0.75,136.0,71.88
804,28.5,7.1,6.2,89.0,1.4,0.68,119.0,71.88
805,28.1,6.3,6.2,110.0,1.5,0.59,157.0,71.88
806,29.0,6.2,7.0,77.0,1.8,0.46,173.0,88.38
807,29.5,6.2,6.8,67.0,1.7,0.61,145.0,85.26
808,30.2,6.9,6.5,62.0,1.4,0.6,107.0,78.66
809,28.3,6.7,6.2,62.0,0.9,0.57,187.0,72.06
810,28.7,6.8,7.9,119.0,3.5,0.58,517.0,78.08
811,26.0,7.0,7.7,88.0,3.2,0.13,17.0,89.32
812,28.0,6.9,7.3,70.0,3.4,0.19,1600.0,78.26
813,28.0,7.4,7.2,77.0,3.0,0.23,1600.0,82.7599999999999
814,24.0,7.0,7.4,3113.0,4.0,2.16,350.0,82.98
815,32.1,5.5,8.1,363.0,8.4,2.15,69.0,72.68
816,30.3,6.9,7.5,86.0,3.6,0.4,582.0,78.08
817,28.7,6.9,7.4,73.0,3.5,0.27,659.0,78.26
818,28.5,7.4,8.1,254.0,2.2,0.15,75.0,88.02
819,27.7,6.7,7.4,125.0,3.7,0.4,820.0,78.08
820,28.6,6.6,7.5,129.0,3.9,0.4,381.0,83.7
821,27.1,6.1,7.3,515.0,5.1,2.02,212.0,82.98
822,27.1,6.6,7.4,122.0,3.6,0.46,361.0,83.7
823,27.0,6.5,7.3,131.0,3.8,0.79,261.0,83.7
824,26.8,6.7,7.3,130.0,3.4,0.57,318.0,83.7
825,26.8,6.6,7.4,95.0,3.7,0.53,217.0,83.7
826,26.4,6.8,7.7,143.0,3.6,0.43,109.0,83.7
827,22.3,7.1,7.4,185.0,2.2,0.63,80.0,88.2
828,22.0,6.7,7.5,1439.0,2.5,1.47,113.0,87.66
829,22.0,6.6,7.5,185.0,2.4,0.3,113.0,88.2
830,28.2,7.1,7.7,193.0,3.1,0.53,92.0,83.52
831,28.2,7.1,7.9,175.0,3.1,0.47,86.0,83.52
832,28.3,7.1,7.8,174.0,3.3,0.44,83.0,83.52
833,28.0,7.2,7.5,308.0,4.0,0.15,1600.0,77.36
834,26.3,6.4,7.7,153.0,3.6,0.77,592.0,77.9
